preco,quartos,banheiros,area,endereco,vagas_garagem,condominio,fonte,tipo,transacao,regiao,preco_m2,data_coleta,id_unico,id_simulado
"R$ 678,476",3 quartos,3 banheiros,102 m²,"Apartamento em Sudoeste, Brasília - DF - 554",0 vagas,R$ 8321,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,651/m²",2025-09-27 14:13,Apartamento_Sudoeste_102_678476_553,SIM_0554
"R$ 800,000",4 quartos,4 banheiros,140 m²,"Cobertura em Águas Claras, Brasília - DF - 555",2 vagas,R$ 5340,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 5,714/m²",2025-09-27 14:13,Cobertura_Águas Claras_140_800000_554,SIM_0555
"R$ 500,000",3 quartos,3 banheiros,119 m²,"Apartamento em Taguatinga, Brasília - DF - 556",1 vagas,R$ 6681,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,201/m²",2025-09-27 14:13,Apartamento_Taguatinga_119_500000_555,SIM_0556
"R$ 500,000",4 quartos,4 banheiros,108 m²,"Apartamento em Taguatinga, Brasília - DF - 557",1 vagas,R$ 6811,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,629/m²",2025-09-27 14:13,Apartamento_Taguatinga_108_500000_556,SIM_0557
"R$ 338,082",3 quartos,3 banheiros,89 m²,"Apartamento em Taguatinga, Brasília - DF - 558",2 vagas,R$ 1976,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,798/m²",2025-09-27 14:13,Apartamento_Taguatinga_89_338082_557,SIM_0558
"R$ 503,401",2 quartos,2 banheiros,106 m²,"Apartamento em Vicente Pires, Brasília - DF - 559",2 vagas,R$ 4164,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 4,749/m²",2025-09-27 14:13,Apartamento_Vicente Pires_106_503401_558,SIM_0559
"R$ 512,744",2 quartos,2 banheiros,87 m²,"Apartamento em Asa Norte, Brasília - DF - 560",1 vagas,R$ 6360,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 5,893/m²",2025-09-27 14:13,Apartamento_Asa Norte_87_512744_559,SIM_0560
"R$ 434,998",3 quartos,2 banheiros,109 m²,"Flat em Taguatinga, Brasília - DF - 561",1 vagas,R$ 4686,Simulação Realística v2.0,flat,venda,Taguatinga,"R$ 3,990/m²",2025-09-27 14:13,Flat_Taguatinga_109_434998_560,SIM_0561
"R$ 540,336",3 quartos,3 banheiros,107 m²,"Apartamento em Águas Claras, Brasília - DF - 562",3 vagas,R$ 6865,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,049/m²",2025-09-27 14:13,Apartamento_Águas Claras_107_540336_561,SIM_0562
"R$ 690,866",3 quartos,3 banheiros,119 m²,"Cobertura em Águas Claras, Brasília - DF - 563",2 vagas,R$ 6313,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 5,805/m²",2025-09-27 14:13,Cobertura_Águas Claras_119_690866_562,SIM_0563
"R$ 645,100",3 quartos,3 banheiros,106 m²,"Apartamento em Vicente Pires, Brasília - DF - 564",1 vagas,R$ 8745,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 6,085/m²",2025-09-27 14:13,Apartamento_Vicente Pires_106_645100_563,SIM_0564
"R$ 364,797",2 quartos,2 banheiros,89 m²,"Apartamento em Taguatinga, Brasília - DF - 565",1 vagas,R$ 4024,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,098/m²",2025-09-27 14:13,Apartamento_Taguatinga_89_364797_564,SIM_0565
"R$ 315,621",3 quartos,3 banheiros,89 m²,"Apartamento em Taguatinga, Brasília - DF - 566",3 vagas,R$ 3988,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 3,546/m²",2025-09-27 14:13,Apartamento_Taguatinga_89_315621_565,SIM_0566
"R$ 259,677",2 quartos,2 banheiros,62 m²,"Apartamento em Taguatinga, Brasília - DF - 567",2 vagas,R$ 2624,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,188/m²",2025-09-27 14:13,Apartamento_Taguatinga_62_259677_566,SIM_0567
"R$ 566,511",3 quartos,2 banheiros,100 m²,"Apartamento em Sudoeste, Brasília - DF - 568",2 vagas,R$ 8237,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,665/m²",2025-09-27 14:13,Apartamento_Sudoeste_100_566511_567,SIM_0568
"R$ 467,403",3 quartos,3 banheiros,101 m²,"Apartamento em Taguatinga, Brasília - DF - 569",3 vagas,R$ 5141,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,627/m²",2025-09-27 14:13,Apartamento_Taguatinga_101_467403_568,SIM_0569
"R$ 291,172",2 quartos,2 banheiros,72 m²,"Flat em Vicente Pires, Brasília - DF - 570",1 vagas,R$ 2561,Simulação Realística v2.0,flat,venda,Vicente Pires,"R$ 4,044/m²",2025-09-27 14:13,Flat_Vicente Pires_72_291172_569,SIM_0570
"R$ 666,868",4 quartos,3 banheiros,132 m²,"Apartamento em Sudoeste, Brasília - DF - 571",1 vagas,R$ 5413,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,052/m²",2025-09-27 14:13,Apartamento_Sudoeste_132_666868_570,SIM_0571
"R$ 300,000",2 quartos,2 banheiros,63 m²,"Apartamento em Águas Claras, Brasília - DF - 572",2 vagas,R$ 3205,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,761/m²",2025-09-27 14:13,Apartamento_Águas Claras_63_300000_571,SIM_0572
"R$ 346,572",2 quartos,2 banheiros,86 m²,"Apartamento em Ceilândia, Brasília - DF - 573",1 vagas,R$ 3561,Simulação Realística v2.0,apartamento,venda,Ceilândia,"R$ 4,029/m²",2025-09-27 14:13,Apartamento_Ceilândia_86_346572_572,SIM_0573
"R$ 500,000",4 quartos,4 banheiros,117 m²,"Apartamento em Taguatinga, Brasília - DF - 574",1 vagas,R$ 6018,Simulação Realística v2.0,apartamento,venda,Taguatinga,"R$ 4,273/m²",2025-09-27 14:13,Apartamento_Taguatinga_117_500000_573,SIM_0574
"R$ 400,000",2 quartos,2 banheiros,62 m²,"Apartamento em Asa Norte, Brasília - DF - 575",2 vagas,R$ 2716,Simulação Realística v2.0,apartamento,venda,Asa Norte,"R$ 6,451/m²",2025-09-27 14:13,Apartamento_Asa Norte_62_400000_574,SIM_0575
"R$ 572,271",3 quartos,3 banheiros,98 m²,"Cobertura em Águas Claras, Brasília - DF - 576",2 vagas,R$ 5856,Simulação Realística v2.0,cobertura,venda,Águas Claras,"R$ 5,839/m²",2025-09-27 14:13,Cobertura_Águas Claras_98_572271_575,SIM_0576
"R$ 385,369",3 quartos,3 banheiros,91 m²,"Apartamento em Águas Claras, Brasília - DF - 577",2 vagas,R$ 5557,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,234/m²",2025-09-27 14:13,Apartamento_Águas Claras_91_385369_576,SIM_0577
"R$ 350,000",4 quartos,3 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 578",2 vagas,R$ 2604,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_350000_577,SIM_0578
"R$ 600,000",3 quartos,3 banheiros,105 m²,"Cobertura em Guará, Brasília - DF - 579",2 vagas,R$ 5505,Simulação Realística v2.0,cobertura,venda,Guará,"R$ 5,714/m²",2025-09-27 14:13,Cobertura_Guará_105_600000_578,SIM_0579
"R$ 356,906",2 quartos,2 banheiros,67 m²,"Apartamento em Sudoeste, Brasília - DF - 580",1 vagas,R$ 4934,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 5,326/m²",2025-09-27 14:13,Apartamento_Sudoeste_67_356906_579,SIM_0580
"R$ 207,742",2 quartos,2 banheiros,76 m²,"Studio em Taguatinga, Brasília - DF - 581",1 vagas,R$ 1912,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 2,733/m²",2025-09-27 14:13,Studio_Taguatinga_76_207742_580,SIM_0581
"R$ 704,273",3 quartos,3 banheiros,105 m²,"Apartamento em Águas Claras, Brasília - DF - 582",1 vagas,R$ 5084,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 6,707/m²",2025-09-27 14:13,Apartamento_Águas Claras_105_704273_581,SIM_0582
"R$ 350,000",4 quartos,3 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 583",0 vagas,R$ 3858,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_350000_582,SIM_0583
"R$ 486,443",2 quartos,2 banheiros,87 m²,"Duplex em Taguatinga, Brasília - DF - 584",0 vagas,R$ 6173,Simulação Realística v2.0,duplex,venda,Taguatinga,"R$ 5,591/m²",2025-09-27 14:13,Duplex_Taguatinga_87_486443_583,SIM_0584
"R$ 452,304",2 quartos,1 banheiros,78 m²,"Apartamento em Vicente Pires, Brasília - DF - 585",1 vagas,R$ 2988,Simulação Realística v2.0,apartamento,venda,Vicente Pires,"R$ 5,798/m²",2025-09-27 14:13,Apartamento_Vicente Pires_78_452304_584,SIM_0585
"R$ 831,047",3 quartos,3 banheiros,106 m²,"Flat em Asa Sul, Brasília - DF - 586",1 vagas,R$ 12377,Simulação Realística v2.0,flat,venda,Asa Sul,"R$ 7,840/m²",2025-09-27 14:13,Flat_Asa Sul_106_831047_585,SIM_0586
"R$ 354,549",2 quartos,2 banheiros,71 m²,"Duplex em Guará, Brasília - DF - 587",2 vagas,R$ 1892,Simulação Realística v2.0,duplex,venda,Guará,"R$ 4,993/m²",2025-09-27 14:13,Duplex_Guará_71_354549_586,SIM_0587
"R$ 250,000",1 quartos,1 banheiros,50 m²,"Flat em Guará, Brasília - DF - 588",2 vagas,R$ 1978,Simulação Realística v2.0,flat,venda,Guará,"R$ 5,000/m²",2025-09-27 14:13,Flat_Guará_50_250000_587,SIM_0588
"R$ 150,000",1 quartos,1 banheiros,40 m²,"Flat em Ceilândia, Brasília - DF - 589",2 vagas,R$ 1322,Simulação Realística v2.0,flat,venda,Ceilândia,"R$ 3,750/m²",2025-09-27 14:13,Flat_Ceilândia_40_150000_588,SIM_0589
"R$ 350,000",5 quartos,5 banheiros,100 m²,"Cobertura em Ceilândia, Brasília - DF - 590",0 vagas,R$ 4376,Simulação Realística v2.0,cobertura,venda,Ceilândia,"R$ 3,500/m²",2025-09-27 14:13,Cobertura_Ceilândia_100_350000_589,SIM_0590
"R$ 418,090",2 quartos,2 banheiros,63 m²,"Apartamento em Sudoeste, Brasília - DF - 591",3 vagas,R$ 3821,Simulação Realística v2.0,apartamento,venda,Sudoeste,"R$ 6,636/m²",2025-09-27 14:13,Apartamento_Sudoeste_63_418090_590,SIM_0591
"R$ 200,000",1 quartos,1 banheiros,62 m²,"Studio em Taguatinga, Brasília - DF - 592",1 vagas,R$ 2397,Simulação Realística v2.0,studio,venda,Taguatinga,"R$ 3,225/m²",2025-09-27 14:13,Studio_Taguatinga_62_200000_591,SIM_0592
"R$ 387,589",1 quartos,1 banheiros,67 m²,"Apartamento em Águas Claras, Brasília - DF - 593",1 vagas,R$ 3776,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 5,784/m²",2025-09-27 14:13,Apartamento_Águas Claras_67_387589_592,SIM_0593
"R$ 406,272",3 quartos,3 banheiros,107 m²,"Apartamento em Guará, Brasília - DF - 594",1 vagas,R$ 2093,Simulação Realística v2.0,apartamento,venda,Guará,"R$ 3,796/m²",2025-09-27 14:13,Apartamento_Guará_107_406272_593,SIM_0594
"R$ 471,939",3 quartos,3 banheiros,102 m²,"Apartamento em Águas Claras, Brasília - DF - 595",1 vagas,R$ 2559,Simulação Realística v2.0,apartamento,venda,Águas Claras,"R$ 4,626/m²",2025-09-27 14:13,Apartamento_Águas Claras_102_471939_594,SIM_0595
